date,block_start,block_end,ad_start,ad_end,company,product,
20260101,0.0,39.04,0.0,20.54,KBS플러스,KBS플러스,
20260101,0.0,39.04,20.54,39.04,이은지의가요광장,시작고정BGM,
20260101,650.96,708.34,650.96,669.79,경기주택도시공사,경기주택도시공사,
20260101,650.96,708.34,669.79,690.52,리퍼브,리퍼브,
20260101,650.96,708.34,690.52,708.34,이은지의가요광장,오프닝송,
20260101,1719.28,1842.18,1719.28,1739.65,경리나라,경리나라,
20260101,1719.28,1842.18,1739.65,1759.24,노원아트뮤지엄,인상파 전시,
20260101,1719.28,1842.18,1759.24,1799.25,오마이걸효정의볼륨을높여요,이현우의음악앨범,
20260101,1719.28,1842.18,1799.25,1819.08,기프트인포,판촉물,
20260101,1719.28,1842.18,1819.08,1842.18,이은지의가요광장,노래,
20260101,3086.91,3223.97,3086.91,3106.63,미래에셋증권,디지털연금투자,
20260101,3086.91,3223.97,3106.63,3126.91,고려기프트,굿즈,
20260101,3086.91,3223.97,3126.91,3147.00,금비,성인용 기저귀,
20260101,3086.91,3223.97,3147.00,3166.86,베스트슬립,침대매트리스,
20260101,3086.91,3223.97,3166.86,3184.7,넥시안,블랙박스,
20260101,3086.91,3223.97,3184.7,3206.4,경기주택도시공사,경기주택도시공사,
20260101,3086.91,3223.97,3206.4,3223.97,이은지의가요광장,중반노래,
20260101,3510.55,3653.33,3510.55,3534.61,마리오아울렛,마리오아울렛,
20260101,3510.55,3653.33,3534.61,3554.38,수원여자대학교,수원여자대학교,
20260101,3510.55,3653.33,3554.38,3594.31,KBS쿨FM,하하의슈퍼라디오,
20260101,3510.55,3653.33,3594.31,3622.19,KBS플러스,KBS플러스,
20260101,3510.55,3653.33,3622.19,3653.33,이은지의가요광장,후반송,
20260101,3820.12,3980.15,3820.12,3840.00,메디힐,토너패드,
20260101,3820.12,3980.15,3840.00,3879.12,한국수자원공사,캠페인,
20260101,3820.12,3980.15,3879.12,3900.07,신한,위기가정지원사업,
20260101,3820.12,3980.15,3900.07,3919.99,일양약품,일양약품,
20260101,3820.12,3980.15,3919.99,3938.53,현대자동차,더 뉴 스타리아 라운지,
20260101,3820.12,3980.15,3938.53,3959.98,땅스부대찌개,땅스부대찌개,
20260101,3820.12,3980.15,3959.98,3980.15,보배반점,보배반점,
20260101,5319.58,5420.35,5319.58,5339.99,경리나라,경리나라,
20260101,5319.58,5420.35,5339.99,5359.25,노원아트뮤지엄,인상파 전시,
20260101,5319.58,5420.35,5359.25,5397.04,KBS쿨FM,하하의슈퍼라디오,
20260101,5319.58,5420.35,5397.04,5420.35,기프트인포,판촉물,
20260101,6746.9,6858.96,6746.9,6858.96,가요광장,협찬경품안내,
20260101,7100.02,7214.11,7100.02,7133.72,성원애드피아,캘린더,
20260101,7100.02,7214.11,7133.72,7153.24,올리디아,올리디아,
20260101,7100.02,7214.11,7153.24,7194.33,박명수의라디오쇼,박명수의라디오쇼,
20260101,7100.02,7214.11,7194.33,7214.11,KBS플러스,KBS플러스,
