date,block_start,block_end,ad_start,ad_end,company,product,
20260114,0.0,36.47,0.0,19.38,KBS플러스,KBS플러스,
20260114,0.0,36.47,19.38,36.47,이은지의가요광장,시작고정BGM,
20260114,570.67,628.11,570.67,590.60,경기주택도시공사,경기주택도시공사,
20260114,570.67,628.11,590.60,610.57,리퍼브,리퍼브,
20260114,570.67,628.11,610.57,628.11,이은지의가요광장,오프닝송,
20260114,1717.36,1839.87,1717.36,1737.32,경리나라,경리나라,
20260114,1717.36,1839.87,1737.32,1757.25,노원아트뮤지엄,인상파 전시,
20260114,1717.36,1839.87,1757.25,1797.37,오마이걸효정의볼륨을높여요,이현우의음악앨범,
20260114,1717.36,1839.87,1797.37,1817.34,기프트인포,판촉물,
20260114,1717.36,1839.87,1817.34,1839.87,이은지의가요광장,노래,
20260114,3076.04,3213.86,3076.04,3096.05,미래에셋증권,디지털연금투자,
20260114,3076.04,3213.86,3096.05,3116.07,고려기프트,굿즈,
20260114,3076.04,3213.86,3116.07,3136.09,금비,성인용 기저귀,
20260114,3076.04,3213.86,3136.09,3156.06,베스트슬립,침대매트리스,
20260114,3076.04,3213.86,3156.06,3176.08,넥시안,블랙박스,
20260114,3076.04,3213.86,3176.08,3195.98,경기주택도시공사,경기주택도시공사,
20260114,3076.04,3213.86,3195.98,3213.86,이은지의가요광장,중반노래,
20260114,3512.45,3650.40,3512.45,3532.43,마리오아울렛,마리오아울렛,
20260114,3512.45,3650.40,3532.43,3552.42,수원여자대학교,수원여자대학교,
20260114,3512.45,3650.40,3552.42,3592.92,KBS쿨FM,하하의슈퍼라디오,
20260114,3512.45,3650.40,3592.92,3619.32,KBS플러스,KBS플러스,
20260114,3512.45,3650.40,3619.32,3650.40,이은지의가요광장,후반송,
20260114,3816.40,3976.34,3816.40,3836.08,메디힐,토너패드,
20260114,3816.40,3976.34,3836.08,3876.02,한국수자원공사,캠페인,
20260114,3816.40,3976.34,3876.02,3896.38,신한,위기가정지원사업,
20260114,3816.40,3976.34,3896.38,3916.42,일양약품,일양약품,
20260114,3816.40,3976.34,3916.42,3936.40,현대자동차,더 뉴 스타리아 라운지,
20260114,3816.40,3976.34,3936.40,3956.43,땅스부대찌개,땅스부대찌개,
20260114,3816.40,3976.34,3956.43,3976.34,보배반점,보배반점,
20260114,5317.29,5417.67,5317.29,5337.32,경리나라,경리나라,
20260114,5317.29,5417.67,5337.32,5357.24,노원아트뮤지엄,인상파 전시,
20260114,5317.29,5417.67,5357.24,5397.66,KBS쿨FM,하하의슈퍼라디오,
20260114,5317.29,5417.67,5397.66,5417.67,기프트인포,판촉물,
20260114,6802.26,6927.75,6802.26,6927.75,가요광장,협찬경품안내,
20260114,7109.17,7210.00,7109.17,7129.68,성원애드피아,캘린더,
20260114,7109.17,7210.00,7129.68,7147.89,올리디아,올리디아,
20260114,7109.17,7210.00,7147.89,7192.54,박명수의라디오쇼,박명수의라디오쇼,
20260114,7109.17,7210.00,7192.54,7210.00,KBS플러스,KBS플러스,
