date,block_start,block_end,ad_start,ad_end,company,product,
20260113,0.0,37.34,0.0,19.92,KBS플러스,KBS플러스,
20260113,0.0,37.34,19.92,37.34,이은지의가요광장,시작고정BGM,
20260113,622.85,681.09,622.85,643.73,경기주택도시공사,경기주택도시공사,
20260113,622.85,681.09,643.73,663.68,리퍼브,리퍼브,
20260113,622.85,681.09,663.68,681.09,이은지의가요광장,오프닝송,
20260113,1727.88,1840.48,1727.88,1737.95,경리나라,경리나라,
20260113,1727.88,1840.48,1737.95,1757.96,노원아트뮤지엄,인상파 전시,
20260113,1727.88,1840.48,1757.96,1797.85,오마이걸효정의볼륨을높여요,이현우의음악앨범,
20260113,1727.88,1840.48,1797.85,1817.85,기프트인포,판촉물,
20260113,1727.88,1840.48,1817.85,1840.48,이은지의가요광장,노래,
20260113,3065.49,3203.48,3065.49,3085.51,미래에셋증권,디지털연금투자,
20260113,3065.49,3203.48,3085.51,3105.49,고려기프트,굿즈,
20260113,3065.49,3203.48,3105.49,3125.61,금비,성인용 기저귀,
20260113,3065.49,3203.48,3125.61,3145.51,베스트슬립,침대매트리스,
20260113,3065.49,3203.48,3145.51,3165.55,넥시안,블랙박스,
20260113,3065.49,3203.48,3165.55,3185.44,경기주택도시공사,경기주택도시공사,
20260113,3065.49,3203.48,3185.44,3203.48,이은지의가요광장,중반노래,
20260113,3513.00,3651.11,3513.00,3532.95,마리오아울렛,마리오아울렛,
20260113,3513.00,3651.11,3532.95,3553.00,수원여자대학교,수원여자대학교,
20260113,3513.00,3651.11,3553.00,3593.45,KBS쿨FM,하하의슈퍼라디오,
20260113,3513.00,3651.11,3593.45,3619.88,KBS플러스,KBS플러스,
20260113,3513.00,3651.11,3619.88,3651.11,이은지의가요광장,후반송,
20260113,3909.01,4068.82,3909.01,3928.58,메디힐,토너패드,
20260113,3909.01,4068.82,3928.58,3968.54,한국수자원공사,캠페인,
20260113,3909.01,4068.82,3968.54,3988.88,신한,위기가정지원사업,
20260113,3909.01,4068.82,3988.88,4008.94,일양약품,일양약품,
20260113,3909.01,4068.82,4008.94,4028.93,현대자동차,더 뉴 스타리아 라운지,
20260113,3909.01,4068.82,4028.93,4048.99,땅스부대찌개,땅스부대찌개,
20260113,3909.01,4068.82,4048.99,4068.82,보배반점,보배반점,
20260113,5317.86,5418.20,5317.86,5337.92,경리나라,경리나라,
20260113,5317.86,5418.20,5337.92,5357.96,노원아트뮤지엄,인상파 전시,
20260113,5317.86,5418.20,5357.96,5398.29,KBS쿨FM,하하의슈퍼라디오,
20260113,5317.86,5418.20,5398.29,5418.20,기프트인포,판촉물,
20260113,6685.38,6800.19,6685.38,6800.19,가요광장,협찬경품안내,
20260113,7112.87,7210.00,7112.87,7133.36,성원애드피아,캘린더,
20260113,7112.87,7210.00,7133.36,7151.62,올리디아,올리디아,
20260113,7112.87,7210.00,7151.62,7192.54,박명수의라디오쇼,박명수의라디오쇼,
20260113,7112.87,7210.00,7192.54,7210.00,KBS플러스,KBS플러스,
