date,block_start,block_end,ad_start,ad_end,company,product,
20260108,0.0,39.04,0.0,16.64,KBS플러스,KBS플러스,
20260108,0.0,39.04,16.64,39.04,이은지의가요광장,시작고정BGM,
20260108,775.14,832.44,775.14,793.6,경기도,경기주택도시공사,
20260108,775.14,832.44,793.6,814.29,리퍼브,리퍼브,
20260108,775.14,832.44,814.29,832.44,이은지의가요광장,오프닝송,
20260108,1715.54,1837.15,1715.54,1734.39,경리나라,경리나라,
20260108,1715.54,1837.15,1734.39,1755.35,노원아트뮤지엄,인상파 전시,
20260108,1715.54,1837.15,1755.35,1795.00,오마이걸효정의볼륨을높여요,이현우의음악앨범,
20260108,1715.54,1837.15,1795.00,1815.72,기프트인포,판촉물,
20260108,1715.54,1837.15,1815.72,1837.15,이은지의가요광장,노래,
20260108,3060.00,3196.85,3060.00,3079.00,미래에셋증권,디지털연금투자,
20260108,3060.00,3196.85,3079.00,3099.00,고려기프트,굿즈,
20260108,3060.00,3196.85,3099.00,3119.00,금비,성인용 기저귀,
20260108,3060.00,3196.85,3119.00,3139.27,베스트슬립,침대매트리스,
20260108,3060.00,3196.85,3139.27,3159.27,넥시안,블랙박스,
20260108,3060.00,3196.85,3159.27,3178.81,경기주택도시공사,경기주택도시공사,
20260108,3060.00,3196.85,3178.81,3196.85,이은지의가요광장,중반노래,
20260108,3510.35,3646.78,3510.35,3530.35,마리오아울렛,마리오아울렛,
20260108,3510.35,3646.78,3530.35,3549.75,수원여자대학교,수원여자대학교,
20260108,3510.35,3646.78,3549.75,3588.06,KBS쿨FM,하하의슈퍼라디오,
20260108,3510.35,3646.78,3588.06,3616.36,KBS플러스,KBS플러스,
20260108,3510.35,3646.78,3616.36,3646.78,이은지의가요광장,후반송,
20260108,3798.82,3956.06,3798.82,3818.91,메디힐,토너패드,
20260108,3798.82,3956.06,3818.91,3848.91,한국수자원공사,캠페인,
20260108,3798.82,3956.06,3848.91,3879.13,신한,위기가정지원사업
20260108,3798.82,3956.06,3879.13,3897.43,일양약품,일양약품,
20260108,3798.82,3956.06,3897.43,3918.02,현대자동차,더 뉴 스타리아 라운지,
20260108,3798.82,3956.06,3918.02,3941.04,땅스부대찌개,땅스부대찌개,
20260108,3798.82,3956.06,3941.04,3956.06,보배반점,보배반점,
20260108,5315.45,5416.00,5315.45,5334.44,경리나라,경리나라,
20260108,5315.45,5416.00,5334.44,5355.39,노원아트뮤지엄,인상파 전시,
20260108,5315.45,5416.00,5355.39,5393.23,KBS쿨FM,하하의슈퍼라디오,
20260108,5315.45,5416.00,5393.23,5416.00,기프트인포,판촉물,
20260108,6843.00,6959.00,6843.00,6959.00,가요광장,협찬경품안내,
20260108,7095.07,7210.00,7095.07,7129.77,성원애드피아,캘린더,
20260108,7095.07,7210.00,7129.77,7149.31,올리디아,올리디아,
20260108,7095.07,7210.00,7149.31,7184.58,박명수의라디오쇼,박명수의라디오쇼,
20260108,7095.07,7210.00,7184.58,7210.00,KBS플러스,KBS플러스,
