date,block_start,block_end,ad_start,ad_end,company,product,
20260115,0.0,36.60,0.0,18.90,KBS플러스,KBS플러스,
20260115,0.0,36.60,18.90,36.60,이은지의가요광장,시작고정BGM,
20260115,663.74,721.09,663.74,683.64,경기주택도시공사,경기주택도시공사,
20260115,663.74,721.09,683.64,703.58,리퍼브,리퍼브,
20260115,663.74,721.09,703.58,721.09,이은지의가요광장,오프닝송,
20260115,1716.78,1841.05,1716.78,1736.86,경리나라,경리나라,
20260115,1716.78,1841.05,1736.86,1756.71,노원아트뮤지엄,인상파 전시,
20260115,1716.78,1841.05,1756.71,1796.80,오마이걸효정의볼륨을높여요,이현우의음악앨범,
20260115,1716.78,1841.05,1796.80,1816.80,기프트인포,판촉물,
20260115,1716.78,1841.05,1816.80,1841.05,이은지의가요광장,노래,
20260115,3181.88,3319.80,3181.88,3201.91,미래에셋증권,디지털연금투자,
20260115,3181.88,3319.80,3201.91,3221.89,고려기프트,굿즈,
20260115,3181.88,3319.80,3221.89,3241.91,금비,성인용 기저귀,
20260115,3181.88,3319.80,3241.91,3261.87,베스트슬립,침대매트리스,
20260115,3181.88,3319.80,3261.87,3281.94,넥시안,블랙박스,
20260115,3181.88,3319.80,3281.94,3301.69,경기주택도시공사,경기주택도시공사,
20260115,3181.88,3319.80,3301.69,3319.80,이은지의가요광장,중반노래,
20260115,3511.85,3650.17,3511.85,3531.82,마리오아울렛,마리오아울렛,
20260115,3511.85,3650.17,3531.82,3551.85,수원여자대학교,수원여자대학교,
20260115,3511.85,3650.17,3551.85,3592.27,KBS쿨FM,하하의슈퍼라디오,
20260115,3511.85,3650.17,3592.27,3618.77,KBS플러스,KBS플러스,
20260115,3511.85,3650.17,3618.77,3650.17,이은지의가요광장,후반송,
20260115,3836.10,3996.00,3836.10,3855.72,메디힐,토너패드,
20260115,3836.10,3996.00,3855.72,3875.72,한국수자원공사,캠페인,
20260115,3836.10,3996.00,3875.72,3896.38,신한,위기가정지원사업,
20260115,3836.10,3996.00,3896.38,3936.08,일양약품,일양약품,
20260115,3836.10,3996.00,3936.08,3956.04,현대자동차,더 뉴 스타리아 라운지,
20260115,3836.10,3996.00,3956.04,3976.13,땅스부대찌개,땅스부대찌개,
20260115,3836.10,3996.00,3976.13,3996.00,보배반점,보배반점,
20260115,5316.82,5417.15,5316.82,5336.80,경리나라,경리나라,
20260115,5316.82,5417.15,5336.80,5356.69,노원아트뮤지엄,인상파 전시,
20260115,5316.82,5417.15,5356.69,5397.18,KBS쿨FM,하하의슈퍼라디오,
20260115,5316.82,5417.15,5397.18,5417.15,기프트인포,판촉물,
20260115,6843.53,6984.14,6843.53,6984.14,가요광장,협찬경품안내,
20260115,7111.75,7210.00,7111.75,7132.18,성원애드피아,캘린더,
20260115,7111.75,7210.00,7132.18,7151.27,올리디아,올리디아,
20260115,7111.75,7210.00,7151.27,7171.18,바이탈플랜트,롤팬,
20260115,7111.75,7210.00,7171.18,7191.65,한해의 키스더라디오,한해의 키스더라디오,
20260115,7111.75,7210.00,7191.65,7210.00,KBS플러스,KBS플러스,
