date,block_start,block_end,ad_start,ad_end,company,product,
20241122,0.0,50.49,0.0,9.19,환경부와 환경책임보험사업단,캠페인,
20241122,0.0,50.49,9.19,28.94,코지마,안마의자,
20241122,0.0,50.49,28.94,36.23,SBS,고릴라광고짧은음원,
20241122,0.0,50.49,36.23,50.49,박하선의씨네타운,오프닝곡,
20241122,616.23,771.48,616.23,636.07,NH투자증권,퇴직연금,
20241122,616.23,771.48,636.07,655.72,롯데렌탈,롯데비즈렌탈,
20241122,616.23,771.48,655.72,676.08,보건복지부,긴급복지지원,
20241122,616.23,771.48,676.08,695.94,문산역3차동문디이스트센트럴,문산역3차동문디이스트센트럴,
20241122,616.23,771.48,695.94,715.44,신한,신한 프리미어,
20241122,616.23,771.48,715.44,736.14,삼성증권,퇴직연금,
20241122,616.23,771.48,736.14,755.76,현대자동차,현대안심PLUS할부,
20241122,616.23,771.48,755.76,771.48,박하선의씨네타운,배우중간곡,
20241122,1663.70,1837.54,1663.70,1722.47,닥터피엘,이중필터샤워기,
20241122,1663.70,1837.54,1722.47,1725.32,SBS,고릴라광고짧은음원,
20241122,1663.70,1837.54,1725.32,1744.87,친환경농산물자조금관리위원회,친환경농산물,
20241122,1663.70,1837.54,1744.87,1764.54,포항,구룡포 해양미식축제,
20241122,1663.70,1837.54,1764.54,1783.00,SBS,유니버스 리그,
20241122,1663.70,1837.54,1783.00,1804.07,블루스퀘어,콘서트,
20241122,1663.70,1837.54,1804.07,1824.58,SBS,고릴라광고,
20241122,1663.70,1837.54,1824.58,1835.28,SBS,고릴라광고짧은음원,
20241122,1663.70,1837.54,1835.28,1837.54,SBS,SBS짧은음원,
20241122,1896.71,1926.18,1896.71,1926.18,박하선의씨네타운,중간곡,
20241122,3123.52,3352.30,3123.52,3143.29,가마치통닭,가마치통닭,
20241122,3123.52,3352.30,3143.29,3163.02,고려기프트,판촉물,
20241122,3123.52,3352.30,3163.02,3183.24,미래에셋증권,퇴직연금,
20241122,3123.52,3352.30,3183.24,3203.28,KB국민은행,KB스타뱅킹,
20241122,3123.52,3352.30,3203.28,3222.79,신한,신한 프리미어,
20241122,3123.52,3352.30,3222.79,3242.78,새만금개발공사,새만금수변도시,
20241122,3123.52,3352.30,3242.78,3263.75,코지마,안마의자,
20241122,3123.52,3352.30,3263.75,3278.00,12시에주현영,12시에주현영,
20241122,3123.52,3352.30,3278.00,3352.30,씨네타운,협찬경품안내,
20241122,3445.42,3620.00,3445.42,3469.17,성원애드피아,캘린더,
20241122,3445.42,3620.00,3469.17,3489.97,고용노동부,직업병안심센터,
20241122,3445.42,3620.00,3489.97,3509.37,뮤지컬 리지,뮤지컬 리지,
20241122,3445.42,3620.00,3509.37,3529.20,삼진제약,게보린,
20241122,3445.42,3620.00,3529.20,3549.42,경기도,더경기패스,
20241122,3445.42,3620.00,3549.42,3587.62,한국도로공사,캠페인,
20241122,3445.42,3620.00,3587.62,3609.54,숭실사이버대학교,숭실사이버대학교,
20241122,3445.42,3620.00,3609.54,3620.00,SBS,틈만나면,
