date,block_start,block_end,ad_start,ad_end,company,product,
20241129,0.00,50.00,0.00,10.74,환경부와 환경책임보험사업단,캠페인,
20241129,0.00,50.00,10.74,30.54,코지마,안마의자,
20241129,0.00,50.00,30.54,37.76,SBS,고릴라광고짧은음원,
20241129,0.00,50.00,37.76,50.00,박하선의씨네타운,오프닝곡,
20241129,469.80,710.18,469.80,490.12,NH투자증권,퇴직연금,
20241129,469.80,710.18,490.12,510.07,문산역3차동문디이스트센트럴,문산역3차동문디이스트센트럴,
20241129,469.80,710.18,510.07,530.14,삼성증권,퇴직연금,
20241129,469.80,710.18,530.14,550.05,신한,신한 프리미어,
20241129,469.80,710.18,550.05,570.13,현대자동차,현대안심PLUS할부,
20241129,469.80,710.18,570.13,590.17,보건복지부,긴급복지지원,
20241129,469.80,710.18,590.17,610.34,롯데렌탈,롯데비즈렌탈,
20241129,469.80,710.18,610.34,629.99,서울원,아이파크,
20241129,469.80,710.18,629.99,650.02,제일헬스사이언스,케펜텍,
20241129,469.80,710.18,650.02,670.06,현대엔지니어링,현대엔지니어링,
20241129,469.80,710.18,670.06,690.17,하림,닭고기,
20241129,469.80,710.18,690.17,710.18,박하선의씨네타운,배우중간곡,
20241129,1665.18,1839.15,1665.18,1724.26,닥터피엘,이중필터샤워기,
20241129,1665.18,1839.15,1724.26,1726.86,SBS,고릴라광고짧은음원,
20241129,1665.18,1839.15,1726.86,1746.86,친환경농산물자조금관리위원회,친환경농산물,
20241129,1665.18,1839.15,1746.86,1766.63,포항,구룡포 해양미식축제,
20241129,1665.18,1839.15,1766.63,1786.70,SBS,유니버스 리그,
20241129,1665.18,1839.15,1786.70,1806.70,뮤지컬,긴긴밤,
20241129,1665.18,1839.15,1806.70,1826.51,SBS,고릴라광고,
20241129,1665.18,1839.15,1826.51,1836.95,SBS,고릴라광고짧은음원,
20241129,1665.18,1839.15,1836.95,1839.15,SBS,SBS짧은음원,
20241129,1897.97,1927.74,1897.97,1927.74,박하선의씨네타운,중간곡,
20241129,3091.68,3386.28,3091.68,3111.64,가마치통닭,가마치통닭,
20241129,3091.68,3386.28,3111.64,3131.74,고려기프트,판촉물,
20241129,3091.68,3386.28,3131.74,3151.63,미래에셋증권,퇴직연금,
20241129,3091.68,3386.28,3151.63,3171.70,KB국민은행,KB스타뱅킹,
20241129,3091.68,3386.28,3171.70,3191.65,새만금개발공사,새만금수변도시,
20241129,3091.68,3386.28,3191.65,3211.65,코지마,안마의자,
20241129,3091.68,3386.28,3211.65,3231.47,신한,신한 프리미어,
20241129,3091.68,3386.28,3231.47,3251.90,보건복지부,금연캠페인,
20241129,3091.68,3386.28,3251.90,3271.66,제일헬스사이언스,케펜텍,
20241129,3091.68,3386.28,3271.66,3312.14,소방청,119응급의료상담서비스,
20241129,3091.68,3386.28,3312.14,3386.28,씨네타운,협찬경품안내,
20241129,3452.09,3620.06,3452.09,3471.55,성원애드피아,캘린더,
20241129,3452.09,3620.06,3471.55,3491.83,고용노동부,직업병안심센터,
20241129,3452.09,3620.06,3491.83,3511.67,뮤지컬 리지,뮤지컬 리지,
20241129,3452.09,3620.06,3511.67,3531.67,삼진제약,게보린,
20241129,3452.09,3620.06,3531.67,3551.67,경기도,더경기패스,
20241129,3452.09,3620.06,3551.67,3590.88,한국도로공사,캠페인,
20241129,3452.09,3620.06,3590.88,3610.83,숭실사이버대학교,숭실사이버대학교,
20241129,3452.09,3620.06,3610.83,3620.06,SBS,틈만나면,
