date,broadcaster,gt_start,gt_end,overlap,gt_company,gt_product,pred_company,pred_product,company_sim,product_sim,company_correct,product_correct
20260105,baechulsu,12.38,44.28,0.627,배철수의라디오,오프닝곡,,,0.0,0.0,False,False
20260105,baechulsu,604.43,624.19,1.0,안착팬티,안착팬티,,,0.0,0.0,False,False
20260105,baechulsu,624.19,643.87,1.0,이비가짬뽕,이비가짬뽕,이비가,짬뽕,0.9,0.9,True,True
20260105,baechulsu,643.87,663.64,1.0,서울사이버대학,서울사이버대학,서울사이버대학교,서울사이버대학교,0.9,0.9,True,True
20260105,baechulsu,663.64,683.38,1.0,지벤,워크웨어,서울사이버대학교,지벤,0.4822,0.3299,False,False
20260105,baechulsu,683.38,703.14,1.0,오뚜기,오뚜기카레,오뚜기,브로콜리카레,1.0,0.3374,True,False
20260105,baechulsu,703.14,722.89,1.0,현대해상,간편건강보험,오뚜기,카레,0.3134,0.2689,False,False
20260105,baechulsu,722.89,742.63,1.0,주비푸드,와사비,주비푸드,와사비,1.0,1.0,True,True
20260105,baechulsu,742.63,762.41,1.0,미래에셋,투자,투자회사,투자설명서,1.0,0.9,True,True
20260105,baechulsu,762.41,782.17,1.0,노란우산,대출,투자회사,상품설명서약관홍보,0.2869,0.3882,False,False
20260105,baechulsu,782.17,805.03,1.0,노란우산,노란우산,노란우산,희망자산,1.0,0.6367,True,False
20260105,baechulsu,1720.23,1724.3,1.0,MBC,FM4U,,,0.0,0.0,False,False
20260105,baechulsu,1724.3,1744.06,1.0,악보바다,악보,,,0.0,0.0,False,False
20260105,baechulsu,1783.57,1803.28,0.775,기프트인포,판촉물,반총물,대박날까불안하네,0.5247,0.3309,False,False
20260105,baechulsu,1803.28,1818.32,0.513,MBC,날씨와생활,MG새마을금고,날씨와생활,0.4472,1.0,False,True
20260105,baechulsu,2856.85,2876.54,1.0,도드람,돼지고기,도드람,돼지고기,1.0,1.0,True,True
20260105,baechulsu,2876.54,2896.29,1.0,시미필,올리지오,,,0.0,0.0,False,False
20260105,baechulsu,2896.29,2916.03,1.0,준성헬스케어,아이클타임,,,0.0,0.0,False,False
20260105,baechulsu,2916.03,2935.76,1.0,노무법인폐,산재보상,배달의민족,자막제공,0.3248,0.8016,False,True
20260105,baechulsu,2935.76,2955.76,1.0,아이에스동서,아이에스동서,IS동서,ESG 경영,0.6521,0.5299,False,False
20260105,baechulsu,2955.76,2975.52,1.0,백조싱크,싱크볼,백조싱크,백조싱크볼,1.0,0.9,True,True
20260105,baechulsu,2975.52,2995.27,1.0,광주은행,와뱅크,광주은행,통합형AI고객센터,1.0,0.5551,True,False
20260105,baechulsu,2995.27,3018.23,1.0,TWC,AI,M기업,TWC 통합형 AI 고객센터,0.1121,0.9,False,True
20260105,baechulsu,3426.34,3433.43,1.0,MBC,스마트라디오mini,이정재,오프닝곡,0.2438,0.5868,False,False
20260105,baechulsu,3433.43,3444.96,1.0,현대해상,현대해상,현대해상,실사출력가능한에드피아몰,1.0,0.5828,True,False
20260105,baechulsu,3444.96,3464.68,1.0,애드피아몰,광고,광대유토피아,에드피아몰,0.7395,0.6761,False,False
20260105,baechulsu,3464.68,3484.47,1.0,몽잘,비들부들바디워시,몽잘,비드부들바디워시,1.0,0.9931,True,True
20260105,baechulsu,3484.47,3504.18,1.0,EHL바이오,EHL바이오,EHL바이오,줄기세포면역세포솔루션,1.0,0.2977,True,False
20260105,baechulsu,3504.18,3523.94,1.0,와우프레스,인쇄,와우프레스,인쇄,1.0,1.0,True,True
20260105,baechulsu,3523.94,3543.94,1.0,친환경농산물자조금관리위원회,친환경농산물,친환경 농산물 자조금 관리위원회,캠페인,0.2414,0.4801,False,False
20260105,baechulsu,3543.94,3563.63,1.0,시미필,올리디아,올리디아,의료기기,0.6282,0.7308,False,False
20260105,baechulsu,3563.63,3583.39,1.0,수원여자대학교,수원여자대학교,수원여자대학교,여성기도양성,1.0,0.3156,True,False
20260105,baechulsu,3583.39,3603.61,1.0,위더스제약,위더스제약,위더스제약,시보광고,1.0,0.2758,True,False
20260105,baechulsu,3603.61,3612.04,1.0,위더스제약,7시시보광고,위더스제약,시보광고,1.0,0.9,True,True
20260105,baechulsu,3877.99,3897.74,1.0,주비푸드,와사비,주비푸드,와사비,1.0,1.0,True,True
20260105,baechulsu,3897.74,3917.48,1.0,워킷,안전화,워킷,안전화,1.0,1.0,True,True
20260105,baechulsu,3917.48,3936.26,1.0,메디솔라,식단,최유라의메디솔라,오프닝곡,0.9,0.6539,True,False
20260105,baechulsu,5319.89,5324.58,0.55,MBC,FM4U,온천,부들부들,0.2253,0.1033,False,False
20260105,baechulsu,5324.58,5344.27,1.0,몽잘,비들부들바디워시,몽잘,비드부들바디워시,1.0,0.9931,True,True
20260105,baechulsu,5344.27,5364.03,1.0,애플비데,비데,애플,비대,0.9,0.8601,True,True
20260105,baechulsu,5364.03,5383.03,1.0,친환경농산물자조금관리위원회,친환경농산물,친환경농산물자조금관리위원회,친환경농산물,1.0,1.0,True,True
20260105,baechulsu,6648.35,6688.35,1.0,경기주택도시공사,경기유니티,경기주택도시공사,경기유니티,1.0,1.0,True,True
20260105,baechulsu,6967.17,7026.31,0.513,MZ 새마을금고,캠페인,MG새마을금고,캠페인,0.8634,1.0,True,True
20260105,baechulsu,7026.31,7033.19,1.0,MBC,스마트라디오mini,,,0.0,0.0,False,False
20260105,baechulsu,7033.19,7044.66,1.0,현대해상,하이카,,,0.0,0.0,False,False
20260105,baechulsu,7044.66,7064.38,1.0,성원애드피아,인쇄,성원에드피아,국민인생,0.978,0.2942,True,False
20260105,baechulsu,7064.38,7084.14,1.0,룸페커,룸페커,룸페커,데일리패션몰,1.0,0.6218,True,False
20260105,baechulsu,7084.14,7103.89,1.0,숭실사이버대,숭실사이버대,숭실사이버대,숭실사이버대,1.0,1.0,True,True
20260105,baechulsu,7103.89,7123.57,1.0,애플비데,비데,애플,비데,0.9,1.0,True,True
20260105,baechulsu,7123.57,7143.29,1.0,한빛나노,의료기,알수없음,알수없음,1.0,0.3649,True,False
20260105,baechulsu,7143.29,7163.04,1.0,시미필,올리디아,올리디아,올리디아,0.6282,1.0,False,True
20260105,baechulsu,7163.04,7182.78,1.0,수원여자대학교,수원여자대학교,법무부,캠페인,0.4759,0.4954,False,False
