date,broadcaster,gt_start,gt_end,overlap,gt_company,gt_product,pred_company,pred_product,company_sim,product_sim,company_correct,product_correct
20241122,movie,0.0,9.19,1.0,환경부와 환경책임보험사업단,캠페인,환경부와 환경책임보험사업단,캠페인,1.0,1.0,True,True
20241122,movie,9.19,28.94,1.0,코지마,안마의자,코지마,안마의자,1.0,1.0,True,True
20241122,movie,616.23,636.07,1.0,NH투자증권,퇴직연금,,,0.0,0.0,False,False
20241122,movie,636.07,655.72,1.0,롯데렌탈,롯데비즈렌탈,롯데비즈렌탈,모존넨탈,1.0,0.3366,True,False
20241122,movie,655.72,676.08,1.0,보건복지부,긴급복지지원,보건복지부,긴급복지지원캠페인,1.0,0.9,True,True
20241122,movie,676.08,695.94,1.0,문산역3차동문디이스트센트럴,문산역3차동문디이스트센트럴,,,0.0,0.0,False,False
20241122,movie,695.94,715.44,1.0,신한,신한 프리미어,신한,프리미어,1.0,0.9,True,True
20241122,movie,715.44,736.14,1.0,삼성증권,퇴직연금,,,0.0,0.0,False,False
20241122,movie,736.14,755.76,1.0,현대자동차,현대안심PLUS할부,삼성증권,삼성증권,0.5702,0.5506,False,False
20241122,movie,755.76,771.48,1.0,박하선의씨네타운,배우중간곡,박하선의씨네타운,오프닝곡,1.0,0.8419,True,True
20241122,movie,1722.47,1725.32,1.0,SBS,고릴라광고짧은음원,,,0.0,0.0,False,False
20241122,movie,1725.32,1744.87,1.0,친환경농산물자조금관리위원회,친환경농산물,친환경농산물자조금관리위원회,캠페인,1.0,0.4801,True,False
20241122,movie,1744.87,1764.54,1.0,포항,구룡포 해양미식축제,구룡포,해양미식축제,0.7133,0.9,False,True
20241122,movie,1764.54,1783.0,1.0,SBS,유니버스 리그,SBS,유니버스리그,1.0,0.9332,True,True
20241122,movie,1783.0,1804.07,1.0,블루스퀘어,콘서트,스탠다드프렌즈,러브인서울2024콘서트,0.3335,0.9,False,True
20241122,movie,1804.07,1824.58,1.0,SBS,고릴라광고,SBS,고릴라광고,1.0,1.0,True,True
20241122,movie,1824.58,1835.28,1.0,SBS,고릴라광고짧은음원,알 수 없음,알 수 없음,0.2213,0.4729,False,False
20241122,movie,1835.28,1837.54,1.0,SBS,SBS짧은음원,,,0.0,0.0,False,False
20241122,movie,1896.71,1926.18,1.0,박하선의씨네타운,중간곡,박하선의씨네타운,오프닝곡,1.0,0.8012,True,True
20241122,movie,3123.52,3143.29,1.0,가마치통닭,가마치통닭,가마치,통닭,0.9,0.9,True,True
20241122,movie,3143.29,3163.02,1.0,고려기프트,판촉물,고려기프트,단총물,1.0,0.817,True,True
20241122,movie,3163.02,3183.24,1.0,미래에셋증권,퇴직연금,미래에셋증권,퇴직연금,1.0,1.0,True,True
20241122,movie,3183.24,3203.28,1.0,KB국민은행,KB스타뱅킹,KB국민은행,KB스타뱅킹,1.0,1.0,True,True
20241122,movie,3203.28,3222.79,1.0,신한,신한 프리미어,신한,프리미어,1.0,0.9,True,True
20241122,movie,3222.79,3242.78,1.0,새만금개발공사,새만금수변도시,새만금개발공사,태만금수변도시,1.0,0.9603,True,True
20241122,movie,3242.78,3263.75,1.0,코지마,안마의자,,,0.0,0.0,False,False
20241122,movie,3263.75,3278.0,1.0,12시에주현영,12시에주현영,,,0.0,0.0,False,False
20241122,movie,3278.0,3352.3,1.0,씨네타운,협찬경품안내,시내타운,협찬경품안내,0.8393,1.0,True,True
20241122,movie,3445.42,3469.17,1.0,성원애드피아,캘린더,성원에드피아,온라인주문,0.978,0.6089,True,False
20241122,movie,3469.17,3489.97,1.0,고용노동부,직업병안심센터,고용노동부,직업병안심센터,1.0,1.0,True,True
20241122,movie,3489.97,3509.37,1.0,뮤지컬 리지,뮤지컬 리지,뮤지컬리지,뮤지컬리지,0.9656,0.9656,True,True
20241122,movie,3509.37,3529.2,1.0,삼진제약,게보린,삼진제약,개보린,1.0,0.9403,True,True
20241122,movie,3529.2,3549.42,1.0,경기도,더경기패스,더경기,패스,0.8276,0.9,True,True
20241122,movie,3549.42,3587.62,1.0,한국도로공사,캠페인,한국도로공사,캠페인,1.0,1.0,True,True
20241122,movie,3587.62,3609.54,1.0,숭실사이버대학교,숭실사이버대학교,숭사,콘텐츠가강한대학,0.6748,0.8098,False,True
20241122,movie,3609.54,3620.0,1.0,SBS,틈만나면,틈만나면,오프닝곡,0.2138,0.4516,False,False
