date,broadcaster,gt_start,gt_end,overlap,gt_company,gt_product,pred_company,pred_product,company_sim,product_sim,company_correct,product_correct
20260110,noon,471.45,491.32,1.0,경기주택도시공사,경기주택도시공사,GH경기주택도시공사,GH,0.9,0.0956,True,False
20260110,noon,491.32,511.35,1.0,리퍼브,리퍼브,리퍼브,개인맞춤형화장품,1.0,0.3197,True,False
20260110,noon,511.35,528.52,1.0,이은지의가요광장,오프닝송,이은지의가요광장,오프닝곡,1.0,0.9137,True,True
20260110,noon,1734.58,1754.54,0.879,노원아트뮤지엄,인상파 전시,노원아트뮤지엄,인상파찬란한순간들,1.0,0.7716,True,True
20260110,noon,1754.54,1796.56,1.0,오마이걸효정의볼륨을높여요,이현우의음악앨범,오마이걸효정의볼륨을높여요,오프닝곡,1.0,0.6064,True,False
20260110,noon,1796.56,1814.59,1.0,기프트인포,판촉물,샤,불안하늘 깊은 트임폼,0.2553,0.6339,False,False
20260110,noon,1814.59,1836.89,1.0,이은지의가요광장,노래,이윤지의가요광장,오프닝곡,0.9934,0.6522,True,False
20260110,noon,3049.5,3069.45,0.624,미래에셋증권,디지털연금투자,미래에셋,디지털연금투자,0.9,1.0,True,True
20260110,noon,3069.45,3089.53,1.0,고려기프트,굿즈,호료기프트,성인용기저귀,0.8967,1.0,True,True
20260110,noon,3089.53,3109.49,1.0,금비,성인용 기저귀,금비금비,성인용기저귀,0.9,0.3487,True,False
20260110,noon,3109.49,3129.57,1.0,베스트슬립,침대매트리스,베스트슬립,침대매트리스,1.0,1.0,True,True
20260110,noon,3129.57,3149.56,1.0,넥시안,블랙박스,스마트AI,가디언스블랙박스,0.5505,0.9,False,True
20260110,noon,3149.56,3169.44,1.0,경기주택도시공사,경기주택도시공사,GH 경기주택도시공사,기후위기대응,0.9,0.1802,True,False
20260110,noon,3169.44,3186.44,1.0,이은지의가요광장,중반노래,,,0.0,0.0,False,False
20260110,noon,3509.7,3529.63,0.834,마리오아울렛,마리오아울렛,마리오아울렛,마리오아울렛,1.0,1.0,True,True
20260110,noon,3529.63,3549.69,1.0,수원여자대학교,수원여자대학교,수원여자대학교,수원여자대학교,1.0,1.0,True,True
20260110,noon,3549.69,3592.1,1.0,KBS쿨FM,하하의슈퍼라디오,KBS쿨FM,하하의슈퍼라디오,1.0,1.0,True,True
20260110,noon,3592.1,3616.55,1.0,KBS,KBS플러스,KBS,KBS플러스,1.0,1.0,True,True
20260110,noon,3616.55,3647.46,1.0,이은지의가요광장,후반송,이은지의가요광장,오프닝곡,1.0,0.6487,True,False
20260110,noon,3732.34,3752.05,1.0,메디힐,토너패드,메디힐,토너패드,1.0,1.0,True,True
20260110,noon,3752.05,3791.99,1.0,한국수자원공사,캠페인,K-WATER 한국수자원공사,캠페인,0.9,1.0,True,True
20260110,noon,3791.99,3812.36,1.0,신한,위기가정지원사업,신안,위기가정지원사업,0.9101,1.0,True,True
20260110,noon,3812.36,3832.33,1.0,일양약품,일양약품,라디오광고,보이는라디오광고,0.2911,0.3042,False,False
20260110,noon,3832.33,3852.35,1.0,현대자동차,더 뉴 스타리아 라운지,현대자동차,더뉴스스타리아라운지,1.0,0.9561,True,True
20260110,noon,3852.35,3872.38,1.0,땅스부대찌개,땅스부대찌개,,,0.0,0.0,False,False
20260110,noon,3872.38,3892.31,1.0,보배반점,보배반점,보배반점,보배반정,1.0,0.8246,True,True
20260110,noon,5314.57,5334.55,0.922,경리나라,경리나라,격리나,격리회계프로그램,0.9291,0.3021,True,False
20260110,noon,5394.97,5414.89,1.0,기프트인포,판촉물,반총물,대박날까불안하네,0.5247,0.3309,False,False
20260110,noon,6683.38,6794.49,1.0,가요광장,협찬경품안내,가요광장,협찬경품안내,1.0,1.0,True,True
20260110,noon,7109.55,7130.04,1.0,성원애드피아,캘린더,,,0.0,0.0,False,False
20260110,noon,7130.04,7148.25,1.0,올리디아,올리디아,올리디아,의료기기,1.0,0.7308,True,False
20260110,noon,7148.25,7189.19,1.0,박명수의라디오쇼,박명수의라디오쇼,박명수의라디오쇼,오프닝곡,1.0,0.7234,True,False
