date,broadcaster,gt_start,gt_end,overlap,gt_company,gt_product,pred_company,pred_product,company_sim,product_sim,company_correct,product_correct
20260113,noon,0.0,19.92,0.548,KBS플러스,KBS플러스,KBS,KBS플러스,0.9,1.0,True,True
20260113,noon,19.92,37.34,1.0,이은지의가요광장,시작고정BGM,이은지의가요광장,오프닝곡,1.0,0.707,True,False
20260113,noon,622.85,643.73,1.0,경기주택도시공사,경기주택도시공사,GH 경기주택도시공사,청년창업지원,0.9,0.7606,True,True
20260113,noon,643.73,663.68,1.0,리퍼브,리퍼브,,,0.0,0.0,False,False
20260113,noon,663.68,681.09,1.0,이은지의가요광장,오프닝송,이은지의가을광장,오프닝곡,0.9897,0.9137,True,True
20260113,noon,1757.96,1797.85,1.0,오마이걸효정의볼륨을높여요,이현우의음악앨범,오마이걸효정의볼륨을높여요,오프닝곡,1.0,0.6064,True,False
20260113,noon,1797.85,1817.85,1.0,기프트인포,판촉물,인포인포,판총물,0.8845,0.926,True,True
20260113,noon,1817.85,1840.48,1.0,이은지의가요광장,노래,가요광장,오프닝곡,0.9,0.6522,True,False
20260113,noon,3065.49,3085.51,0.825,미래에셋증권,디지털연금투자,알 수 없음,알 수 없음,0.4729,0.4875,False,False
20260113,noon,3085.51,3105.49,1.0,고려기프트,굿즈,고려기프트,공공기관우선구매,1.0,0.2136,True,False
20260113,noon,3105.49,3125.61,1.0,금비,성인용 기저귀,금비,성인용기저귀,1.0,0.3487,True,False
20260113,noon,3125.61,3145.51,1.0,베스트슬립,침대매트리스,베스트슬립,매트리스,1.0,0.9,True,True
20260113,noon,3145.51,3165.55,1.0,넥시안,블랙박스,AI가디언스,프리미엄블랙박스,0.706,0.9,False,True
20260113,noon,3165.55,3185.44,1.0,경기주택도시공사,경기주택도시공사,GH 경기주택도시공사,미래를 위한 공간,0.9,0.738,True,False
20260113,noon,3185.44,3203.48,1.0,이은지의가요광장,중반노래,,,0.0,0.0,False,False
20260113,noon,3513.0,3532.95,1.0,마리오아울렛,마리오아울렛,마리오,마리오아울렛,0.9,1.0,True,True
20260113,noon,3532.95,3553.0,1.0,수원여자대학교,수원여자대학교,수원여자대학교,교성리더양성,1.0,0.3156,True,False
20260113,noon,3553.0,3593.45,1.0,KBS쿨FM,하하의슈퍼라디오,KBS,하의슈퍼라디오,0.9,0.9,True,True
20260113,noon,3593.45,3619.88,0.778,KBS플러스,KBS플러스,KBS,KBS플러스,0.9,1.0,True,True
20260113,noon,3909.01,3928.58,1.0,메디힐,토너패드,,,0.0,0.0,False,False
20260113,noon,3928.58,3968.54,1.0,한국수자원공사,캠페인,K-WATER 한국수자원공사,캠페인,0.9,1.0,True,True
20260113,noon,3968.54,3988.88,1.0,신한,위기가정지원사업,신안,위기가정지원사업,0.9101,1.0,True,True
20260113,noon,3988.88,4008.94,1.0,일양약품,일양약품,,,0.0,0.0,False,False
20260113,noon,4008.94,4028.93,1.0,현대자동차,더 뉴 스타리아 라운지,버뉴,스타리아라운지,0.4886,0.8699,False,True
20260113,noon,4028.93,4048.99,1.0,땅스부대찌개,땅스부대찌개,땅스부대찌개,부대찌개,1.0,0.9,True,True
20260113,noon,4048.99,4068.82,1.0,보배반점,보배반점,보배반정,보배반정,0.8246,0.8246,True,True
20260113,noon,5317.86,5337.92,0.794,경리나라,경리나라,격리회계 프로그램,격리회계 프로그램,0.5196,0.5196,False,False
20260113,noon,5337.92,5357.96,1.0,노원아트뮤지엄,인상파 전시,노원아트뮤지엄,인상파전시회,1.0,0.2953,True,False
20260113,noon,5357.96,5398.29,1.0,KBS쿨FM,하하의슈퍼라디오,KBS쿨FM,하하의슈퍼라디오,1.0,1.0,True,True
20260113,noon,5398.29,5418.2,1.0,기프트인포,판촉물,포기포차,임포 반총물,0.7347,0.7328,False,False
20260113,noon,6685.38,6800.19,0.986,가요광장,협찬경품안내,엑센코리아,클림트,0.633,0.464,False,False
20260113,noon,7112.87,7133.36,1.0,성원애드피아,캘린더,,,0.0,0.0,False,False
20260113,noon,7133.36,7151.62,1.0,올리디아,올리디아,심선은,라디오콘,0.6098,0.8102,False,True
20260113,noon,7151.62,7192.54,1.0,박명수의라디오쇼,박명수의라디오쇼,박명수의라디오쇼,오프닝곡,1.0,0.7234,True,False
