date,broadcaster,gt_start,gt_end,overlap,gt_company,gt_product,pred_company,pred_product,company_sim,product_sim,company_correct,product_correct
20241125,movie,8.49,28.02,1.0,코지마,안마의자,코지마,안마의자,1.0,1.0,True,True
20241125,movie,28.02,35.01,1.0,SBS,고릴라광고짧은음원,,,0.0,0.0,False,False
20241125,movie,35.01,48.56,1.0,박하선의씨네타운,오프닝곡,박하선의씨네타운,오프닝곡,1.0,1.0,True,True
20241125,movie,513.08,533.12,1.0,NH투자증권,퇴직연금,,,0.0,0.0,False,False
20241125,movie,533.12,553.17,1.0,문산역3차동문디이스트센트럴,문산역3차동문디이스트센트럴,동문,디이스트,0.9,0.9,True,True
20241125,movie,553.17,573.05,1.0,삼성증권,퇴직연금,삼성증권,퇴직연금,1.0,1.0,True,True
20241125,movie,573.05,592.98,1.0,신한,신한 프리미어,,,0.0,0.0,False,False
20241125,movie,592.98,613.03,1.0,현대자동차,현대안심PLUS할부,삼성증권,안심플러스할부,0.5702,0.6969,False,False
20241125,movie,613.03,633.12,1.0,보건복지부,긴급복지지원,보건복지부,캠페인,1.0,0.5272,True,False
20241125,movie,633.12,653.11,1.0,신한은행,퇴직연금,,,0.0,0.0,False,False
20241125,movie,653.11,673.17,1.0,롯데렌탈,롯데비즈렌탈,롯데비즈렌탈,모조넨탈,1.0,0.3342,True,False
20241125,movie,673.17,699.09,1.0,서울원,아이파크,서울원,라이프컬처시대,1.0,0.7302,True,False
20241125,movie,1661.92,1721.86,0.999,닥터피엘,이중필터샤워기,SBS,캠페인,0.2086,0.3709,False,False
20241125,movie,1721.86,1724.45,1.0,SBS,고릴라광고짧은음원,,,0.0,0.0,False,False
20241125,movie,1724.45,1744.37,1.0,친환경농산물자조금관리위원회,친환경농산물,친환경농산물자조금관리위원회,캠페인,1.0,0.4801,True,False
20241125,movie,1744.37,1764.34,1.0,포항,구룡포 해양미식축제,구룡포,해양미식축제,0.7133,0.9,False,True
20241125,movie,1764.34,1784.38,1.0,SBS,유니버스 리그,SBS,유니버설리그,1.0,0.9069,True,True
20241125,movie,1784.38,1804.38,1.0,뮤지컬,긴긴밤,링크아트센터,긴긴밤뮤지컬,0.6635,0.9,False,True
20241125,movie,1804.38,1823.61,1.0,SBS,고릴라광고,SBS,고릴라광고,1.0,1.0,True,True
20241125,movie,1823.61,1834.31,1.0,SBS,고릴라광고짧은음원,,,0.0,0.0,False,False
20241125,movie,1834.31,1836.66,1.0,SBS,SBS짧은음원,생활정보,,0.2278,0.0,False,False
20241125,movie,1895.16,1924.66,0.91,박하선의씨네타운,중간곡,박하선의씨네타운,오프닝곡,1.0,0.8012,True,True
20241125,movie,2766.2,2786.2,1.0,가마치통닭,가마치통닭,,,0.0,0.0,False,False
20241125,movie,2786.2,2806.21,1.0,고려기프트,판촉물,,,0.0,0.0,False,False
20241125,movie,2806.21,2826.21,1.0,미래에셋증권,퇴직연금,,,0.0,0.0,False,False
20241125,movie,2826.21,2846.08,1.0,KB국민은행,KB스타뱅킹,,,0.0,0.0,False,False
20241125,movie,2846.08,2866.08,1.0,새만금개발공사,새만금수변도시,배달의민족,자막제공,0.8062,0.7252,True,False
20241125,movie,2866.08,2886.16,1.0,코지마,안마의자,코지마,안마의자,1.0,1.0,True,True
20241125,movie,2886.16,2906.16,1.0,신한,신한 프리미어,신한은행,신한프리미어,0.9,0.924,True,True
20241125,movie,2906.16,2926.24,1.0,보건복지부,금연캠페인,물건복지부,캠페인,0.9586,0.9,True,True
20241125,movie,2926.24,2940.56,1.0,12시에주현영,12시에주현영,SBS,주현영방송,0.1497,0.7015,False,False
20241125,movie,2940.56,3015.43,1.0,씨네타운,협찬경품안내,씨네타운,협찬경품안내,1.0,1.0,True,True
20241125,movie,3449.67,3469.09,1.0,성원애드피아,캘린더,노동부,산재보험캠페인,0.583,0.5025,False,False
20241125,movie,3469.09,3489.5,1.0,고용노동부,직업병안심센터,고용노동부,직업병안심센터,1.0,1.0,True,True
20241125,movie,3489.5,3509.23,1.0,뮤지컬 리지,뮤지컬 리지,두산,뮤지컬 리즈,0.4034,0.9728,False,True
20241125,movie,3509.23,3529.34,1.0,삼진제약,게보린,삼진제약,개보린,1.0,0.9403,True,True
20241125,movie,3529.34,3549.34,1.0,경기도,더경기패스,더경기패스,황급금,0.7236,0.5457,False,False
20241125,movie,3549.34,3588.47,1.0,한국도로공사,캠페인,한국도로공사,캠페인,1.0,1.0,True,True
20241125,movie,3588.47,3608.2,1.0,숭실사이버대학교,숭실사이버대학교,숭실사이버대학교,숭쏘,1.0,0.5406,True,False
20241125,movie,3608.2,3620.06,0.995,SBS,틈만나면,유현석의틈만나면,오프닝곡,0.1332,0.4516,False,False
