date,broadcaster,gt_start,gt_end,overlap,gt_company,gt_product,pred_company,pred_product,company_sim,product_sim,company_correct,product_correct
20260108,noon,775.14,793.6,1.0,경기도,경기주택도시공사,GH 경기주택도시공사,청년창업지원,0.5242,0.7606,False,True
20260108,noon,793.6,814.29,1.0,리퍼브,리퍼브,리퍼브,개인맞춤형화장품,1.0,0.3197,True,False
20260108,noon,814.29,832.44,1.0,이은지의가요광장,오프닝송,이은지의가요광장,오프닝곡,1.0,0.9137,True,True
20260108,noon,1755.35,1795.0,0.723,오마이걸효정의볼륨을높여요,이현우의음악앨범,볼륨을높여요,오프닝곡,0.9,0.6064,True,False
20260108,noon,1815.72,1837.15,0.754,이은지의가요광장,노래,이윤지의가요광장,오프닝곡,0.9934,0.6522,True,False
20260108,noon,3060.0,3079.0,1.0,미래에셋증권,디지털연금투자,,,0.0,0.0,False,False
20260108,noon,3079.0,3099.0,1.0,고려기프트,굿즈,고료기프트,반척물굿즈,0.9662,0.9,True,True
20260108,noon,3099.0,3119.0,1.0,금비,성인용 기저귀,고료기프트,금비기저귀,0.5279,0.3487,False,False
20260108,noon,3119.0,3139.27,1.0,베스트슬립,침대매트리스,베스트슬립,침대매트리스,1.0,1.0,True,True
20260108,noon,3139.27,3159.27,1.0,넥시안,블랙박스,프리미엄블랙박스,스마트AI가디언스기술,0.5001,0.5464,False,False
20260108,noon,3159.27,3178.81,1.0,경기주택도시공사,경기주택도시공사,GH 경기주택도시공사,미래를 위한 공간,0.9,0.738,True,False
20260108,noon,3178.81,3196.85,1.0,이은지의가요광장,중반노래,,,0.0,0.0,False,False
20260108,noon,3530.35,3549.75,1.0,수원여자대학교,수원여자대학교,수원여자대학교,학교교성기도양성,1.0,0.3156,True,False
20260108,noon,3549.75,3588.06,1.0,KBS쿨FM,하하의슈퍼라디오,KBS 쿨 FM,하하의 슈퍼라디오,0.7916,0.9902,True,True
20260108,noon,3588.06,3616.36,1.0,KBS플러스,KBS플러스,KBS,KBS플러스,0.9,1.0,True,True
20260108,noon,3616.36,3646.78,1.0,이은지의가요광장,후반송,이은지의가요광장,오프닝곡,1.0,0.6487,True,False
20260108,noon,3798.82,3818.91,0.891,메디힐,토너패드,메디힐,토너패드,1.0,1.0,True,True
20260108,noon,3818.91,3848.91,1.0,한국수자원공사,캠페인,K-Water 한국수자원공사,캠페인,0.9,1.0,True,True
20260108,noon,3848.91,3879.13,1.0,신한,위기가정지원사업,K-Water 한국수자원공사,캠페인,0.3257,0.3709,False,False
20260108,noon,3918.02,3941.04,0.871,땅스부대찌개,땅스부대찌개,,,0.0,0.0,False,False
20260108,noon,3941.04,3956.06,1.0,보배반점,보배반점,보배반정,보배반정,0.8246,0.8246,True,True
20260108,noon,5315.45,5334.44,0.813,경리나라,경리나라,격리회계,프로그램,0.3021,0.5244,False,False
20260108,noon,5334.44,5355.39,1.0,노원아트뮤지엄,인상파 전시,노원아트뮤지엄,인상파전시,1.0,0.965,True,True
20260108,noon,5355.39,5393.23,1.0,KBS쿨FM,하하의슈퍼라디오,KBS 쿨 FM,슈퍼라디오,0.7916,0.9,True,True
20260108,noon,5393.23,5416.0,1.0,기프트인포,판촉물,,,0.0,0.0,False,False
20260108,noon,6843.0,6959.0,0.819,가요광장,협찬경품안내,가요광장,협찬경품안내,1.0,1.0,True,True
20260108,noon,7095.07,7129.77,0.57,성원애드피아,캘린더,성원에드피아,국민인쇄,0.978,0.4012,True,False
20260108,noon,7129.77,7149.31,1.0,올리디아,올리디아,올리디아,의료기기,1.0,0.7308,True,False
20260108,noon,7149.31,7184.58,1.0,박명수의라디오쇼,박명수의라디오쇼,박명수의라디오쇼,오프닝곡,1.0,0.7234,True,False
20260108,noon,7184.58,7210.0,0.803,KBS플러스,KBS플러스,KBS,KBS플러스,0.9,1.0,True,True
