date,broadcaster,gt_start,gt_end,overlap,gt_company,gt_product,pred_company,pred_product,company_sim,product_sim,company_correct,product_correct
20241126,baechulsu,13.67,42.5,0.954,배철수의라디오,오프닝곡,,,0.0,0.0,False,False
20241126,baechulsu,519.04,536.39,1.0,태극제약,벤트플라겔,태극제약,벤트플라겔,1.0,1.0,True,True
20241126,baechulsu,536.39,559.27,1.0,LG,힐링미 MX9,태극제약,벤트플라겔,0.1934,0.4139,False,False
20241126,baechulsu,559.27,576.42,1.0,자코모,자코모,자코모,소파,1.0,0.6822,True,False
20241126,baechulsu,576.42,599.28,1.0,미래에셋 증권,퇴직연금,미래의색증권,퇴직연금,0.7644,1.0,True,True
20241126,baechulsu,1721.62,1725.24,1.0,MBC,FM4U,,,0.0,0.0,False,False
20241126,baechulsu,1725.24,1745.73,1.0,악보바다,악보바다,악보바다,뮤직디자이너,1.0,0.531,True,False
20241126,baechulsu,1745.73,1765.33,1.0,친환경농산물자조금관리위원회,친환경농산물,친환경농산물자조금관리위원회,캠페인,1.0,0.4801,True,False
20241126,baechulsu,1765.33,1785.17,1.0,로보로보,로보로보,로보로보,코딩교육,1.0,0.5845,True,False
20241126,baechulsu,1785.17,1801.35,1.0,레이노,레이노썬팅,로보로보,레이노 썬팅,0.5973,0.8493,False,True
20241126,baechulsu,1801.35,1820.68,0.654,MBC,날씨와생활,IBK기업은행,연금이지,0.1631,0.4878,False,False
20241126,baechulsu,2911.61,2932.0,0.932,미래에셋 증권,퇴직연금,,,0.0,0.0,False,False
20241126,baechulsu,2932.0,2951.49,1.0,동화약품,잇치페이스트,동화약품,이치페이스텍,1.0,0.245,True,False
20241126,baechulsu,2951.49,2971.51,1.0,하나투어,2024 전지구적여행페스타 하나국제여행제,하나투어,전지구적여행페스타,1.0,0.9,True,True
20241126,baechulsu,2971.51,2991.21,1.0,아이에스동서,아이에스동서,IS동서,ESG경영,0.6521,0.5853,False,False
20241126,baechulsu,2991.21,3011.13,1.0,다우닝,가죽소파,다우닝,헤리티즈,1.0,0.4826,True,False
20241126,baechulsu,3011.13,3031.29,1.0,신한은행,퇴직연금,신한은행,퇴직연금,1.0,1.0,True,True
20241126,baechulsu,3031.29,3050.9,1.0,KFC,커넬 오리지널,KFC,커넬오리지널치킨버거,1.0,0.7994,True,True
20241126,baechulsu,3050.9,3069.63,1.0,백조씽크,싱크볼,백조싱크,백조싱크볼,0.8257,0.9,True,True
20241126,baechulsu,3069.63,3091.24,1.0,삼성자산운용,삼성코덱스ETF,삼성자산운용,코덱스ETF,1.0,0.9,True,True
20241126,baechulsu,3091.24,3131.95,1.0,통계청,캠페인,통계청,캠페인,1.0,1.0,True,True
20241126,baechulsu,3428.0,3434.72,1.0,MBC,스마트라디오mini,,,0.0,0.0,False,False
20241126,baechulsu,3434.72,3445.41,1.0,현대해상,하이카,,,0.0,0.0,False,False
20241126,baechulsu,3445.41,3465.0,1.0,성원애드피아,캘린더,다양한기프트,반척물도,0.2981,0.6077,False,False
20241126,baechulsu,3465.0,3485.47,1.0,몽잘,바리스칼스 샴푸,몽잘,바리스칼프샴푸,1.0,0.487,True,False
20241126,baechulsu,3485.47,3505.28,1.0,헬피,헬피,헬피,헬피,1.0,1.0,True,True
20241126,baechulsu,3505.28,3525.26,1.0,와우프레스,특가책자,와우프레스,인쇄,1.0,0.3144,True,False
20241126,baechulsu,3525.26,3545.08,1.0,삼진제약,게보린,와우프레스,인쇄,0.2667,0.3448,False,False
20241126,baechulsu,3545.08,3565.4,1.0,아이두젠,따수미 난방텐트,따수미,난방텐트,0.3285,0.9,False,True
20241126,baechulsu,3565.4,3585.25,1.0,루트비,중심얼얼,중심얼럴,중심월로,0.4879,0.856,False,True
