date,block_start,block_end,ad_start,ad_end,company,product,
20241124,0.0,42.88,0.0,14.43,위더스제약,6시시보광고,
20241124,0.0,42.88,14.43,42.88,배철수의라디오,오프닝곡,
20241124,388.75,489.36,388.75,409.61,현대해상,하이카,
20241124,388.75,489.36,409.61,429.71,태극제약,벤트플라겔,
20241124,388.75,489.36,429.71,449.26,LG,힐링미 MX9,
20241124,388.75,489.36,449.26,469.40,자코모,자코모,
20241124,388.75,489.36,469.40,489.36,미래에셋 증권,퇴직연금,
20241124,1721.48,1820.58,1721.48,1724.98,MBC,FM4U,
20241124,1721.48,1820.58,1724.98,1740.05,악보바다,악보바다,
20241124,1721.48,1820.58,1740.05,1765.21,친환경농산물자조금관리위원회,친환경농산물,
20241124,1721.48,1820.58,1765.21,1783.85,로보로보,로보로보,
20241124,1721.48,1820.58,1783.85,1805.54,레이노,레이노썬팅,
20241124,1721.48,1820.58,1805.54,1820.58,MBC,날씨와생활,
20241124,2993.25,3214.99,2993.25,3013.21,미래에셋 증권,퇴직연금,
20241124,2993.25,3214.99,3013.21,3033.07,동화약품,잇치페이스트,
20241124,2993.25,3214.99,3033.07,3053.07,아이에스동서,아이에스동서,
20241124,2993.25,3214.99,3053.07,3073.17,하나투어,2024 전지구적여행페스타 하나국제여행제,
20241124,2993.25,3214.99,3073.17,3093.12,다우닝,가죽소파,
20241124,2993.25,3214.99,3093.12,3113.27,신한은행,퇴직연금,
20241124,2993.25,3214.99,3113.27,3131.62,백조씽크,싱크볼,
20241124,2993.25,3214.99,3131.62,3153.31,KFC,커넬 오리지널,
20241124,2993.25,3214.99,3153.31,3173.43,삼성자산운용,삼성코덱스ETF,
20241124,2993.25,3214.99,3173.43,3214.99,통계청,캠페인,
20241124,3367.95,3614.03,3367.95,3427.61,SK브로드밴드,AI Btv,
20241124,3367.95,3614.03,3427.61,3434.58,MBC,스마트라디오mini,
20241124,3367.95,3614.03,3434.58,3444.79,현대해상,하이카,
20241124,3367.95,3614.03,3444.79,3465.48,성원애드피아,캘린더,
20241124,3367.95,3614.03,3465.48,3485.47,몽잘,바리스칼스 샴푸,
20241124,3367.95,3614.03,3485.47,3505.12,헬피,헬피,
20241124,3367.95,3614.03,3505.12,3525.26,와우프레스,특가책자,
20241124,3367.95,3614.03,3525.26,3544.90,삼진제약,게보린,
20241124,3367.95,3614.03,3544.90,3565.40,아이두젠,따수미 난방텐트,
20241124,3367.95,3614.03,3565.40,3585.25,루트비,중심얼얼,
20241124,3367.95,3614.03,3585.25,3611.77,한돈,한돈,
20241124,3367.95,3614.03,3611.77,3614.03,한돈,7시시보광고,
20241124,3901.04,3940.02,3901.04,3919.76,오뚜기,가벼운참치,
20241124,3901.04,3940.02,3919.76,3940.02,삼성금융네트웍스,삼성금융연금력,
20241124,5325.00,5420.56,5325.00,5345.12,경기도,더경기패스,
20241124,5325.00,5420.56,5345.12,5364.52,한국폴리텍대학,한국폴리텍대학,
20241124,5325.00,5420.56,5364.52,5405.57,환경부와 환경책임보험사업단,캠페인,
20241124,5325.00,5420.56,5405.57,5420.56,MBC,날씨와생활,
20241124,6637.24,6807.92,6637.24,6657.00,NH농협은행,NH퇴직연금,
20241124,6637.24,6807.92,6657.00,6676.65,포스코 E&C,더샵 퍼스트월드,
20241124,6637.24,6807.92,6676.65,6697.16,제주은희네해장국,제주은희네해장국,
20241124,6637.24,6807.92,6697.16,6716.76,웰메이드,웰메이드,
20241124,6637.24,6807.92,6716.76,6736.68,서울원,아이파크,
20241124,6637.24,6807.92,6736.68,6757.18,동국제약,판시딜,
20241124,6637.24,6807.92,6757.18,6776.98,우리은행연금프렌즈,퇴직연금,
20241124,6637.24,6807.92,6776.98,6796.90,지벤,안전화,
20241124,6637.24,6807.92,6796.90,6807.92,윤태진의 FM 데이트,윤태진의 FM 데이트,
20241124,6968.19,7206.60,6968.19,7026.92,AI한컴,캠페인,
20241124,6968.19,7206.60,7026.92,7033.97,MBC,스마트라디오mini,
20241124,6968.19,7206.60,7033.97,7044.65,현대해상,하이카,
20241124,6968.19,7206.60,7044.65,7064.65,성원애드피아,캘린더
20241124,6968.19,7206.60,7064.65,7085.17,대왕님표 여주쌀,대왕님표 여주쌀,
20241124,6968.19,7206.60,7085.17,7105.35,헬피,헬피,
20241124,6968.19,7206.60,7105.35,7125.75,룸페커,룸페커,
20241124,6968.19,7206.60,7125.75,7145.75,숭실사이버대학교,숭실사이버대학교,
20241124,6968.19,7206.60,7145.75,7165.25,RSV 질환 인식 캠페인,RSV 질환 인식 캠페인,
20241124,6968.19,7206.60,7165.25,7185.2,대관령원예농협,절임배추,
20241124,6968.19,7206.60,7185.2,7206.60,위더스제약,위더스제약,
