date,block_start,block_end,ad_start,ad_end,company,product,
20260104,0.0,41.10,0.0,12.16,EHL 바이오,6시시보광고,
20260104,0.0,41.10,12.16,41.10,배철수의라디오,오프닝곡,
20260104,433.82,651.59,433.82,453.57,코끼리베이글,코끼리베이글,
20260104,433.82,651.59,453.57,473.34,안착팬티,안착팬티,
20260104,433.82,651.59,473.34,493.08,이비가짬뽕,이비가짬뽕,
20260104,433.82,651.59,493.08,512.83,서울사이버대학,서울사이버대학,
20260104,433.82,651.59,512.83,532.59,지벤,워크웨어,
20260104,433.82,651.59,532.59,552.34,오뚜기,오뚜기카레,
20260104,433.82,651.59,552.34,572.07,현대해상,간편건강보험,
20260104,433.82,651.59,572.07,591.84,주비푸드,와사비,
20260104,433.82,651.59,591.84,611.58,미래에셋,투자,
20260104,433.82,651.59,611.58,631.36,노란우산,대출,
20260104,433.82,651.59,631.36,651.59,노란우산,노란우산,
20260104,1719.16,1818.50,1719.16,1723.03,MBC,FM4U,
20260104,1719.16,1818.50,1723.03,1743.39,악보바다,악보,
20260104,1719.16,1818.50,1743.39,1763.14,애플비데,비데,
20260104,1719.16,1818.50,1763.14,1782.88,수원여자대학교,수원여자대학교,
20260104,1719.16,1818.50,1782.88,1802.63,기프트인포,판촉물,
20260104,1719.16,1818.50,1802.63,1818.50,MBC,날씨와생활,
20260104,3053.59,3213.48,3053.59,3073.34,도드람,돼지고기,
20260104,3053.59,3213.48,3073.34,3093.07,시미필,올리지오,
20260104,3053.59,3213.48,3093.07,3112.83,준성헬스케어,아이클타임,
20260104,3053.59,3213.48,3112.83,3132.56,노무법인폐,산재보상,
20260104,3053.59,3213.48,3132.56,3152.56,아이에스동서,아이에스동서,
20260104,3053.59,3213.48,3152.56,3172.31,백조싱크,싱크볼,
20260104,3053.59,3213.48,3172.31,3192.07,광주은행,와뱅크,
20260104,3053.59,3213.48,3192.07,3213.48,TWC,AI,
20260104,3366.53,3612.12,3366.53,3425.62,SK브로드밴드,더드림 성공 패키지,
20260104,3366.53,3612.12,3425.62,3432.74,MBC,스마트라디오mini,
20260104,3366.53,3612.12,3432.74,3444.67,현대해상,현대해상,
20260104,3366.53,3612.12,3444.67,3464.39,애드피아몰,광고,
20260104,3366.53,3612.12,3464.39,3484.17,몽잘,비들부들바디워시,
20260104,3366.53,3612.12,3484.17,3503.88,EHL바이오,EHL바이오,
20260104,3366.53,3612.12,3503.88,3523.64,와우프레스,인쇄,
20260104,3366.53,3612.12,3523.64,3543.64,친환경농산물자조금관리위원회,친환경농산물,
20260104,3366.53,3612.12,3543.64,3563.38,시미필,올리디아,
20260104,3366.53,3612.12,3563.38,3583.13,수원여자대학교,수원여자대학교,
20260104,3366.53,3612.12,3583.13,3603.11,위더스제약,위더스제약,
20260104,3366.53,3612.12,3603.11,3612.12,위더스제약,7시시보광고,
20260104,3904.99,3964.92,3904.99,3924.73,주비푸드,와사비,
20260104,3904.99,3964.92,3924.73,3944.48,워킷,안전화,
20260104,3904.99,3964.92,3944.48,3964.92,메디솔라,식단,
20260104,5319.46,5418.57,5319.46,5323.04,MBC,FM4U,
20260104,5319.46,5418.57,5323.04,5343.10,몽잘,비들부들바디워시,
20260104,5319.46,5418.57,5343.10,5362.82,애플비데,비데,
20260104,5319.46,5418.57,5362.82,5382.60,친환경농산물자조금관리위원회,친환경농산물,
20260104,5319.46,5418.57,5382.60,5403.49,기프트인포,판촉물,
20260104,5319.46,5418.57,5403.49,5418.57,MBC,날씨와생활,
20260104,6528.67,6579.52,6528.67,6568.11,경기주택도시공사,경기유니티,
20260104,6528.67,6579.52,6568.11,6579.52,김이나의 별이 빛나는 밤,김이나의 별이 빛나는 밤,
20260104,6966.62,7206.00,6966.62,7025.17,MZ 새마을금고,캠페인,
20260104,6966.62,7206.00,7025.17,7032.34,MBC,스마트라디오mini,
20260104,6966.62,7206.00,7032.34,7046.18,현대해상,하이카,
20260104,6966.62,7206.00,7046.18,7065.93,성원애드피아,인쇄,
20260104,6966.62,7206.00,7065.93,7085.69,룸페커,룸페커,
20260104,6966.62,7206.00,7085.69,7105.42,숭실사이버대,숭실사이버대,
20260104,6966.62,7206.00,7105.42,7125.18,애플비데,비데,
20260104,6966.62,7206.00,7125.18,7144.93,한빛나노,의료기,
20260104,6966.62,7206.00,7144.93,7164.67,시미필,올리디아,
20260104,6966.62,7206.00,7164.67,7184.43,수원여자대학교,수원여자대학교,
20260104,6966.62,7206.00,7184.43,7206.00,EHL 바이오,EHL 바이오,
